,Name,Ceiling_price,Floor_price,Local_price,Close,Change_price,Change_percent,Volume,High,Low,Foreign_investor_buy,Foregin_investor_sell
30,BRS,26.2,19.4,22.8,22.2,-0.6,-2.6,30.0,22.2,22.2,0.0,0.0
31,BSA,17.0,12.6,14.8,15.4,0.6,4.1,5880.0,15.4,14.9,0.0,0.0
32,BSG,10.5,7.9,9.2,8.9,-0.3,-3.3,10.0,8.9,8.9,0.0,0.0
33,BSL,13.3,9.9,11.6,10.4,-1.2,-10.3,490.0,10.4,10.4,0.0,0.0
34,BSQ,26.4,19.6,23.0,23.0,0.0,0.0,150.0,23.0,23.0,0.0,0.0
35,BSR,23.1,17.1,20.1,20.6,0.5,2.5,2340970.0,21.4,20.2,16700.0,1870.0
36,BTB,6.2,4.6,5.4,6.2,0.8,14.8,6160.0,6.2,5.7,0.0,0.0
37,BTD,42.8,31.8,37.3,37.5,0.2,0.5,1250.0,37.5,37.0,0.0,0.0
38,BTN,4.8,3.6,4.2,4.3,0.1,2.4,12060.0,4.3,4.1,0.0,0.0
39,BVB,23.4,17.4,20.4,19.8,-0.6,-2.9,313420.0,20.3,19.6,2000.0,7400.0
40,BVG,6.0,4.6,5.3,5.4,0.1,1.9,31560.0,5.6,5.3,0.0,560.0
41,BVL,24.0,17.8,20.9,20.8,-0.1,-0.5,210.0,20.8,20.7,0.0,0.0
42,BWS,39.6,29.4,34.5,32.0,-2.5,-7.2,100.0,32.0,32.0,0.0,0.0
43,C21,15.7,11.7,13.7,13.9,0.2,1.5,50.0,13.9,13.9,0.0,0.0
44,C22,16.7,12.5,14.6,14.6,0.0,0.0,10.0,14.6,14.6,0.0,0.0
45,C4G,13.1,9.7,11.4,11.6,0.2,1.8,191930.0,11.6,11.0,0.0,0.0
46,C71,6.9,5.1,6.0,6.4,0.4,6.7,100.0,6.4,6.4,0.0,0.0
47,CAT,25.5,18.9,22.2,22.1,-0.1,-0.5,400.0,22.2,22.1,0.0,0.0
48,CBI,33.3,24.7,29.0,29.4,0.4,1.4,1500.0,29.4,28.6,0.0,0.0
49,CBS,51.5,38.1,44.8,46.3,1.5,3.3,7160.0,51.2,44.8,0.0,0.0
50,CC1,20.3,15.1,17.7,17.7,0.0,0.0,170.0,17.7,17.0,0.0,0.0
51,CCM,58.8,43.6,51.2,53.0,1.8,3.5,650.0,54.0,45.0,80.0,0.0
52,CCR,33.1,24.5,28.8,26.8,-2.0,-6.9,550.0,28.6,26.8,0.0,0.0
53,CDO,3.9,2.9,3.4,3.5,0.1,2.9,70160.0,3.5,3.2,50.0,0.0
54,CDP,22.4,16.6,19.5,19.3,-0.2,-1.0,3550.0,19.7,18.8,0.0,0.0
55,CDR,11.9,8.9,10.4,10.3,-0.1,-1.0,80.0,10.3,10.3,0.0,0.0
56,CEN,15.7,11.7,13.7,15.7,2.0,14.6,100.0,15.7,15.7,0.0,0.0
57,CFC,9.4,7.0,8.2,8.2,0.0,0.0,70.0,8.2,8.2,0.0,0.0
58,CFM,9.7,7.3,8.5,8.3,-0.2,-2.4,80.0,8.4,8.3,10.0,0.0
59,CGV,4.6,3.4,4.0,4.0,0.0,0.0,1060.0,4.0,3.9,0.0,20.0
60,CHS,14.6,10.8,12.7,12.4,-0.3,-2.4,12400.0,12.8,12.3,0.0,0.0
61,CI5,8.1,6.1,7.1,7.1,0.0,0.0,10.0,7.1,7.1,0.0,0.0
62,CID,8.0,6.0,7.0,6.5,-0.5,-7.1,20.0,6.5,6.0,0.0,0.0
63,CIP,6.5,4.9,5.7,5.9,0.2,3.5,1570.0,5.9,5.5,0.0,40.0
64,CKA,34.3,25.5,29.9,32.0,2.1,7.0,100.0,32.0,32.0,0.0,0.0
65,CLX,25.1,18.7,21.9,21.9,0.0,0.0,20670.0,22.1,21.7,0.0,0.0
66,CMT,25.3,18.7,22.0,21.1,-0.9,-4.1,1450.0,21.7,20.6,0.0,0.0
67,CNC,35.3,26.1,30.7,30.1,-0.6,-2.0,30.0,30.7,30.1,0.0,0.0
68,CQN,25.3,18.7,22.0,22.1,0.1,0.5,170.0,22.1,22.0,0.0,0.0
69,CQT,12.0,9.0,10.5,10.6,0.1,1.0,1660.0,10.7,10.1,0.0,0.0
70,CSI,20.4,15.2,17.8,18.4,0.6,3.4,480.0,18.6,17.6,0.0,10.0
71,CST,27.6,20.4,24.0,27.5,3.5,14.6,102790.0,27.6,25.0,50.0,0.0
72,CTR,93.8,69.4,81.6,86.7,5.1,6.3,219060.0,88.0,82.0,280.0,230.0
73,DC1,18.9,14.1,16.5,16.0,-0.5,-3.0,300.0,16.0,16.0,0.0,0.0
74,DCR,5.6,4.2,4.9,5.6,0.7,14.3,900.0,5.6,5.0,0.0,0.0
75,DDN,21.7,16.1,18.9,19.2,0.3,1.6,2490.0,19.7,18.9,0.0,0.0
76,DDV,34.6,25.6,30.1,28.3,-1.8,-6.0,135830.0,31.3,27.8,0.0,140.0
77,DFF,31.6,23.4,27.5,27.5,0.0,0.0,260.0,27.6,27.5,0.0,0.0
78,DGT,43.8,32.4,38.1,38.2,0.1,0.3,33390.0,38.3,37.5,0.0,0.0
79,DHD,27.2,20.2,23.7,23.6,-0.1,-0.4,10.0,23.6,23.6,3.0,0.0
80,DID,11.0,8.2,9.6,8.5,-1.1,-11.5,31120.0,9.9,8.2,0.0,0.0
81,DNA,26.4,19.6,23.0,22.5,-0.5,-2.2,60.0,22.5,22.5,0.0,0.0
82,DNE,14.9,11.1,13.0,11.2,-1.8,-13.8,560.0,12.2,11.1,120.0,0.0
83,DNH,43.7,32.3,38.0,38.9,0.9,2.4,20.0,38.9,38.9,0.0,0.0
84,DNW,27.0,20.0,23.5,23.5,0.0,0.0,1070.0,23.5,22.5,0.0,0.0
85,DP1,35.8,26.6,31.2,31.0,-0.2,-0.6,310.0,31.4,31.0,0.0,0.0
86,DPH,50.2,37.2,43.7,45.0,1.3,3.0,10.0,45.0,45.0,0.0,0.0
87,DPP,20.7,15.3,18.0,18.8,0.8,4.4,100.0,18.8,18.2,0.0,0.0
88,DRG,19.5,14.5,17.0,17.9,0.9,5.3,10.0,17.9,17.9,0.0,0.0
89,DRI,14.0,10.4,12.2,12.6,0.4,3.3,96690.0,13.0,12.2,0.0,0.0
90,DSC,22.4,16.6,19.5,19.0,-0.5,-2.6,1670.0,19.8,18.3,0.0,0.0
91,DSG,7.4,5.6,6.5,6.6,0.1,1.5,890.0,6.6,6.0,0.0,0.0
92,DTC,12.1,9.1,10.6,10.8,0.2,1.9,840.0,10.9,10.8,0.0,0.0
93,DTE,26.7,19.9,23.3,23.6,0.3,1.3,270.0,23.8,23.6,0.0,0.0
94,DVC,12.7,9.5,11.1,11.1,0.0,0.0,570.0,11.2,11.0,0.0,0.0
95,DVN,27.6,20.4,24.0,24.2,0.2,0.8,43310.0,24.9,23.2,0.0,0.0
96,DXD,12.0,9.0,10.5,11.8,1.3,12.4,320.0,11.8,11.5,0.0,0.0
97,E29,13.5,10.1,11.8,11.5,-0.3,-2.5,20.0,11.5,11.5,0.0,0.0
98,EIC,16.1,11.9,14.0,14.0,0.0,0.0,90.0,14.0,14.0,0.0,50.0
99,EIN,17.4,13.0,15.2,14.9,-0.3,-2.0,1040.0,15.6,14.4,0.0,0.0
100,EMS,47.1,34.9,41.0,40.9,-0.1,-0.2,40.0,40.9,37.0,0.0,0.0
101,EPH,11.3,8.5,9.9,9.9,0.0,0.0,180.0,9.9,9.9,0.0,0.0
102,EVF,15.1,11.3,13.2,13.0,-0.2,-1.5,83560.0,13.2,12.9,0.0,0.0
103,FIC,20.3,15.1,17.7,17.2,-0.5,-2.8,1020.0,17.7,16.1,0.0,0.0
104,FOC,137.4,101.6,119.5,117.3,-2.2,-1.8,350.0,118.9,116.0,0.0,0.0
105,FOX,94.7,70.1,82.4,81.9,-0.5,-0.6,2430.0,82.5,81.5,0.0,270.0
106,FT1,44.7,33.1,38.9,37.6,-1.3,-3.3,290.0,39.0,37.6,0.0,0.0
107,G36,13.4,10.0,11.7,11.9,0.2,1.7,83870.0,11.9,11.4,0.0,0.0
108,GE2,42.3,31.3,36.8,36.8,0.0,0.0,40.0,36.8,36.8,0.0,0.0
109,GHC,31.7,23.5,27.6,28.6,1.0,3.6,5450.0,28.7,27.6,0.0,0.0
110,GND,36.4,27.0,31.7,33.4,1.7,5.4,20.0,33.4,32.9,0.0,0.0
111,GSM,15.2,11.4,13.3,14.7,1.4,10.5,4800.0,15.0,13.3,200.0,0.0
112,GTH,9.2,6.8,8.0,8.0,0.0,0.0,10.0,8.0,8.0,0.0,0.0
113,GTS,13.6,10.2,11.9,11.5,-0.4,-3.4,20.0,11.5,11.5,0.0,0.0
114,GVT,112.7,83.3,98.0,93.1,-4.9,-5.0,10.0,93.1,93.1,0.0,0.0
115,H11,7.0,5.2,6.1,5.5,-0.6,-9.8,60.0,5.5,5.4,0.0,0.0
116,HAC,14.6,10.8,12.7,12.6,-0.1,-0.8,1800.0,12.7,12.3,1.0,0.0
117,HAN,15.9,11.9,13.9,14.0,0.1,0.7,1150.0,14.3,14.0,10.0,0.0
118,HAV,5.5,4.1,4.8,4.6,-0.2,-4.2,80.0,4.6,4.5,0.0,0.0
119,HBH,12.1,9.1,10.6,12.0,1.4,13.2,10.0,12.0,12.0,0.0,0.0
120,HC3,36.4,27.0,31.7,34.0,2.3,7.3,10.0,34.0,34.0,0.0,0.0
121,HD8,11.5,8.5,10.0,10.1,0.1,1.0,630.0,10.3,9.6,0.0,0.0
122,HDP,18.2,13.6,15.9,15.8,-0.1,-0.6,2090.0,16.2,15.0,0.0,0.0
123,HEJ,38.6,28.6,33.6,33.6,0.0,0.0,1360.0,34.1,33.6,0.0,0.0
124,HHV,23.2,17.2,20.2,19.7,-0.5,-2.5,382660.0,20.0,19.5,710.0,100.0
125,HIG,10.9,8.1,9.5,9.5,0.0,0.0,150.0,9.5,9.5,0.0,0.0
126,HJC,8.1,6.1,7.1,6.9,-0.2,-2.8,1260.0,8.1,6.3,0.0,0.0
127,HLB,184.0,136.0,160.0,160.0,0.0,0.0,20.0,160.0,160.0,0.0,0.0
128,HMG,11.5,8.5,10.0,11.5,1.5,15.0,300.0,11.5,11.5,0.0,0.0
129,HNA,13.8,10.2,12.0,12.6,0.6,5.0,4400.0,12.9,12.0,0.0,0.0
130,HNB,18.5,13.7,16.1,16.2,0.1,0.6,90.0,16.2,16.2,0.0,0.0
131,HND,21.1,15.7,18.4,18.6,0.2,1.1,16290.0,19.2,18.1,0.0,10.0
132,HNE,14.9,11.1,13.0,12.8,-0.2,-1.5,2330.0,12.8,11.5,0.0,0.0
133,HNI,53.8,39.8,46.8,44.1,-2.7,-5.8,600.0,45.5,44.1,200.0,0.0
134,HNT,6.5,4.9,5.7,6.5,0.8,14.0,30.0,6.5,6.3,0.0,0.0
135,HPD,21.2,15.8,18.5,18.5,0.0,0.0,480.0,18.5,18.5,0.0,0.0
136,HPH,7.9,5.9,6.9,6.9,0.0,0.0,70.0,6.9,6.9,0.0,0.0
137,HPP,91.5,67.7,79.6,79.2,-0.4,-0.5,1870.0,79.7,77.5,10.0,0.0
138,HPT,12.6,9.4,11.0,12.1,1.1,10.0,670.0,12.3,11.5,0.0,0.0
139,HPW,18.6,13.8,16.2,14.1,-2.1,-13.0,10.0,14.1,14.1,0.0,0.0
140,HRT,6.7,5.1,5.9,5.7,-0.2,-3.4,910.0,5.9,5.5,0.0,0.0
141,HSV,15.7,11.7,13.7,13.5,-0.2,-1.5,4610.0,14.0,13.4,0.0,0.0
142,HTE,6.9,5.1,6.0,6.2,0.2,3.3,860.0,6.2,6.0,10.0,50.0
143,HTG,28.0,20.8,24.4,24.4,0.0,0.0,270.0,24.5,24.3,0.0,0.0
144,HTH,60.1,44.5,52.3,52.0,-0.3,-0.6,10.0,52.0,52.0,0.0,0.0
145,HTM,22.7,16.9,19.8,19.8,0.0,0.0,230.0,19.8,19.7,0.0,0.0
146,HU4,20.8,15.4,18.1,19.8,1.7,9.4,23560.0,20.0,18.4,0.0,0.0
147,HU6,9.7,7.3,8.5,9.7,1.2,14.1,200.0,9.7,7.3,0.0,0.0
148,HUG,37.9,28.1,33.0,33.0,0.0,0.0,40.0,33.0,33.0,0.0,0.0
149,HVA,8.0,6.0,7.0,6.7,-0.3,-4.3,2180.0,7.2,6.7,0.0,0.0
150,ICI,5.1,3.9,4.5,4.7,0.2,4.4,1080.0,4.7,4.6,0.0,0.0
151,ICN,66.5,49.3,57.9,59.4,1.5,2.6,160.0,59.4,57.8,0.0,0.0
152,IDP,181.7,134.3,158.0,159.0,1.0,0.6,10.0,159.0,159.0,0.0,0.0
153,IFC,8.0,6.0,7.0,7.0,0.0,0.0,570.0,7.0,7.0,0.0,0.0
154,IFS,28.7,21.3,25.0,23.6,-1.4,-5.6,1660.0,23.6,23.6,0.0,660.0
155,ILA,7.3,5.5,6.4,6.4,0.0,0.0,35330.0,6.4,6.1,60.0,500.0
156,IPA,82.5,61.1,71.8,69.0,-2.8,-3.9,64090.0,71.3,67.0,0.0,150.0
157,ISH,20.3,15.1,17.7,19.1,1.4,7.9,800.0,19.1,19.0,0.0,0.0
158,ITS,8.1,6.1,7.1,7.9,0.8,11.3,21690.0,8.1,7.1,340.0,60.0
159,KCB,10.9,8.1,9.5,10.9,1.4,14.7,13490.0,10.9,9.8,0.0,0.0
160,KGM,10.5,7.9,9.2,9.2,0.0,0.0,250.0,9.2,9.2,0.0,0.0
161,KHB,8.3,6.3,7.3,6.3,-1.0,-13.7,281250.0,7.0,6.3,540.0,500.0
162,KHD,11.0,8.2,9.6,10.5,0.9,9.4,300.0,10.5,9.6,0.0,0.0
163,KIP,15.4,11.4,13.4,13.2,-0.2,-1.5,100.0,13.2,13.2,0.0,0.0
164,KLB,25.1,18.7,21.9,21.6,-0.3,-1.4,69740.0,22.0,21.3,0.0,0.0
165,KSH,4.2,3.2,3.7,3.7,0.0,0.0,202030.0,3.8,3.5,20.0,2650.0
166,KSV,54.0,40.0,47.0,48.0,1.0,2.1,1630.0,49.5,47.2,0.0,0.0
167,L45,6.0,4.6,5.3,5.1,-0.2,-3.8,60.0,5.1,5.1,0.0,0.0
168,L63,8.2,6.2,7.2,7.2,0.0,0.0,10.0,7.2,7.2,0.0,0.0
169,LAI,33.5,24.9,29.2,25.1,-4.1,-14.0,200.0,25.1,25.0,0.0,0.0
170,LIC,11.7,8.7,10.2,10.2,0.0,0.0,150.0,10.2,10.2,0.0,0.0
171,LKW,40.7,30.1,35.4,35.0,-0.4,-1.1,230.0,35.0,35.0,0.0,0.0
172,LLM,14.8,11.0,12.9,13.0,0.1,0.8,360.0,13.0,12.8,0.0,0.0
173,LMC,14.7,10.9,12.8,12.8,0.0,0.0,10.0,12.8,12.8,0.0,0.0
174,LMH,10.2,7.6,8.9,8.7,-0.2,-2.2,155850.0,9.1,8.7,0.0,400.0
175,LPT,13.5,10.1,11.8,12.0,0.2,1.7,1420.0,12.0,11.8,0.0,0.0
176,LTG,44.0,32.6,38.3,39.1,0.8,2.1,43400.0,39.4,38.2,30.0,0.0
177,M10,22.1,16.5,19.3,19.4,0.1,0.5,1080.0,19.5,19.0,0.0,0.0
178,MCH,140.5,103.9,122.2,122.4,0.2,0.2,350.0,122.4,122.2,0.0,10.0
179,MCM,74.4,55.0,64.7,67.9,3.2,4.9,60700.0,68.5,65.5,0.0,40.0
180,MDF,17.1,12.7,14.9,16.8,1.9,12.8,520.0,16.8,15.5,0.0,0.0
181,MFS,35.6,26.4,31.0,31.0,0.0,0.0,3130.0,31.0,30.8,0.0,1340.0
182,MGC,9.4,7.0,8.2,9.4,1.2,14.6,6960.0,9.4,8.4,0.0,0.0
183,MGG,41.1,30.5,35.8,35.8,0.0,0.0,50.0,35.8,35.8,0.0,0.0
184,MIC,9.2,6.8,8.0,9.2,1.2,15.0,2630.0,9.2,8.0,0.0,60.0
185,MKP,55.2,40.8,48.0,48.0,0.0,0.0,170.0,48.0,48.0,0.0,0.0
186,MLS,42.4,31.4,36.9,36.9,0.0,0.0,2030.0,37.1,36.7,0.0,0.0
187,MML,98.0,72.6,85.3,89.0,3.7,4.3,2800.0,89.0,85.0,0.0,0.0
188,MPC,44.5,32.9,38.7,39.4,0.7,1.8,16490.0,40.2,37.8,0.0,0.0
189,MQN,37.8,28.0,32.9,33.0,0.1,0.3,410.0,33.0,31.5,0.0,0.0
190,MRF,66.3,49.1,57.7,57.7,0.0,0.0,70.0,57.7,57.7,0.0,0.0
191,MSR,24.9,18.5,21.7,22.9,1.2,5.5,142380.0,23.4,21.5,0.0,50.0
192,MTA,13.1,9.7,11.4,11.2,-0.2,-1.8,12580.0,12.0,11.0,0.0,0.0
193,MTG,10.8,8.0,9.4,10.8,1.4,14.9,13680.0,10.8,10.5,0.0,0.0
194,MTL,6.7,5.1,5.9,6.5,0.6,10.2,10.0,6.5,6.5,0.0,0.0
195,MTP,14.6,10.8,12.7,13.2,0.5,3.9,120.0,13.2,12.3,0.0,0.0
196,MTS,18.7,13.9,16.3,18.1,1.8,11.0,160.0,18.7,18.1,0.0,0.0
197,MTV,19.5,14.5,17.0,17.0,0.0,0.0,130.0,17.0,17.0,0.0,0.0
198,MVC,17.1,12.7,14.9,14.7,-0.2,-1.3,56410.0,15.1,14.0,0.0,0.0
199,MVN,44.3,32.9,38.6,38.2,-0.4,-1.0,680.0,38.6,38.1,0.0,0.0
200,NAB,22.4,16.6,19.5,19.1,-0.4,-2.1,26390.0,19.4,18.8,20.0,0.0
201,NBE,13.8,10.2,12.0,11.9,-0.1,-0.8,1780.0,12.1,11.9,0.0,0.0
202,NBT,16.2,12.0,14.1,14.1,0.0,0.0,320.0,14.1,13.6,200.0,0.0
203,NCS,25.1,18.7,21.9,22.5,0.6,2.7,1860.0,23.8,22.1,0.0,20.0
204,ND2,32.2,23.8,28.0,28.0,0.0,0.0,570.0,29.0,27.9,0.0,0.0
205,NDC,116.1,85.9,101.0,102.0,1.0,1.0,1190.0,110.0,100.0,0.0,0.0
206,NDT,29.5,21.9,25.7,25.2,-0.5,-1.9,3260.0,26.2,25.0,0.0,0.0
207,NED,10.1,7.5,8.8,9.3,0.5,5.7,414260.0,9.9,8.8,0.0,10.0
208,NHT,44.3,32.9,38.6,38.6,0.0,0.0,10.0,38.6,38.6,0.0,0.0
209,NNG,17.3,12.9,15.1,15.1,0.0,0.0,4100.0,15.2,14.5,30.0,0.0
210,NS2,11.0,8.2,9.6,9.9,0.3,3.1,300.0,9.9,8.3,0.0,0.0
211,NTC,196.7,145.5,171.1,166.8,-4.3,-2.5,11300.0,171.1,166.0,0.0,100.0
212,OIL,16.4,12.2,14.3,15.1,0.8,5.6,660870.0,15.8,14.3,0.0,100.0
213,ORS,31.6,23.4,27.5,27.3,-0.2,-0.7,334970.0,28.4,27.0,50.0,500.0
214,PAP,19.0,14.2,16.6,17.0,0.4,2.4,120.0,19.0,14.8,0.0,0.0
215,PAS,21.0,15.6,18.3,18.8,0.5,2.7,140720.0,18.9,18.2,0.0,0.0
216,PBC,20.4,15.2,17.8,18.0,0.2,1.1,100.0,18.0,18.0,0.0,0.0
217,PCF,7.0,5.2,6.1,5.2,-0.9,-14.8,40.0,5.2,5.2,0.0,0.0
218,PDT,10.2,7.6,8.9,9.7,0.8,9.0,190.0,9.9,9.0,0.0,0.0
219,PDV,13.2,9.8,11.5,10.8,-0.7,-6.1,330.0,11.3,10.8,0.0,0.0
220,PEG,8.8,6.6,7.7,8.2,0.5,6.5,530.0,8.2,8.1,0.0,0.0
221,PEQ,49.4,36.6,43.0,37.1,-5.9,-13.7,10.0,37.1,37.1,0.0,0.0
222,PFL,5.2,4.0,4.6,4.8,0.2,4.3,75680.0,4.9,4.4,0.0,0.0
223,PGB,26.3,19.5,22.9,22.4,-0.5,-2.2,12380.0,23.0,22.3,10.0,0.0
224,PGV,32.7,24.3,28.5,32.7,4.2,14.7,43470.0,32.7,28.5,0.0,100.0
225,PIS,12.5,9.3,10.9,12.4,1.5,13.8,30.0,12.4,12.4,0.0,0.0
226,PJS,21.3,15.9,18.6,20.3,1.7,9.1,10.0,20.3,20.3,0.0,0.0
227,PMT,8.9,6.7,7.8,8.9,1.1,14.1,10.0,8.9,8.9,0.0,0.0
228,POB,26.1,19.3,22.7,26.1,3.4,15.0,60.0,26.1,26.1,0.0,0.0
229,POS,17.2,12.8,15.0,16.5,1.5,10.0,20020.0,16.5,15.0,0.0,0.0
230,POV,10.4,7.8,9.1,9.1,0.0,0.0,360.0,9.1,8.0,0.0,0.0
231,PPH,36.9,27.3,32.1,31.7,-0.4,-1.2,5380.0,34.0,31.1,0.0,10.0
232,PRO,6.0,4.6,5.3,5.1,-0.2,-3.8,60.0,5.8,5.1,0.0,0.0
233,PRT,20.0,14.8,17.4,18.7,1.3,7.5,15650.0,19.0,17.4,0.0,0.0
234,PSB,8.0,6.0,7.0,7.9,0.9,12.9,2820.0,7.9,7.5,0.0,0.0
235,PSL,23.8,17.6,20.7,20.6,-0.1,-0.5,1240.0,20.6,20.5,0.0,0.0
236,PSN,13.4,10.0,11.7,11.7,0.0,0.0,100.0,11.7,11.7,0.0,0.0
237,PSP,14.9,11.1,13.0,12.9,-0.1,-0.8,15570.0,13.0,12.1,0.0,0.0
238,PTP,17.2,12.8,15.0,15.0,0.0,0.0,40.0,15.0,15.0,0.0,0.0
239,PTT,6.6,5.0,5.8,6.6,0.8,13.8,10.0,6.6,6.6,0.0,0.0
240,PTV,7.1,5.3,6.2,7.1,0.9,14.5,10720.0,7.1,6.5,0.0,0.0
241,PVM,23.9,17.7,20.8,20.6,-0.2,-1.0,10550.0,20.8,20.3,0.0,0.0
242,PVO,9.6,7.2,8.4,9.4,1.0,11.9,40190.0,9.6,8.0,70.0,400.0
243,PVP,21.1,15.7,18.4,20.1,1.7,9.2,339520.0,20.6,18.7,0.0,1000.0
244,PWA,13.1,9.7,11.4,11.3,-0.1,-0.9,19620.0,11.5,11.1,0.0,0.0
245,PXT,5.6,4.2,4.9,4.7,-0.2,-4.1,41160.0,5.0,4.4,0.0,0.0
246,QHW,21.6,16.0,18.8,19.5,0.7,3.7,760.0,19.8,18.8,0.0,0.0
247,QLT,20.8,15.4,18.1,15.8,-2.3,-12.7,210.0,15.8,15.6,0.0,0.0
248,QNC,15.0,11.2,13.1,12.9,-0.2,-1.5,20050.0,13.2,12.7,0.0,0.0
249,QNS,59.1,43.7,51.4,51.5,0.1,0.2,85210.0,51.8,50.8,27610.0,45530.0
250,QTP,19.0,14.2,16.6,17.5,0.9,5.4,363230.0,17.8,16.8,0.0,0.0
251,RGC,27.9,20.7,24.3,23.0,-1.3,-5.3,510.0,25.0,23.0,0.0,0.0
252,RTB,18.4,13.6,16.0,16.0,0.0,0.0,100.0,16.0,16.0,0.0,0.0
253,S72,6.0,4.6,5.3,4.6,-0.7,-13.2,530.0,5.0,4.6,0.0,0.0
254,S74,8.0,6.0,7.0,7.9,0.9,12.9,290.0,7.9,6.0,0.0,0.0
255,SAS,31.3,23.3,27.3,27.4,0.1,0.4,270.0,27.5,27.0,0.0,0.0
256,SB1,10.6,8.0,9.3,8.5,-0.8,-8.6,5960.0,8.5,8.5,0.0,0.0
257,SBD,13.8,10.2,12.0,11.2,-0.8,-6.7,300.0,11.2,11.2,0.0,0.0
258,SBH,47.1,34.9,41.0,46.4,5.4,13.2,160.0,46.4,41.0,0.0,0.0
259,SBL,10.9,8.1,9.5,9.9,0.4,4.2,20.0,9.9,9.9,0.0,0.0
260,SBS,16.4,12.2,14.3,13.8,-0.5,-3.5,277770.0,14.5,13.5,0.0,0.0
261,SCG,61.9,45.9,53.9,61.9,8.0,14.8,13960.0,61.9,53.9,100.0,0.0
262,SCJ,10.2,7.6,8.9,10.2,1.3,14.6,35450.0,10.2,9.0,0.0,0.0
263,SCL,21.1,15.7,18.4,20.5,2.1,11.4,15580.0,21.0,18.3,0.0,0.0
264,SD3,5.5,4.1,4.8,4.9,0.1,2.1,9490.0,4.9,4.6,0.0,0.0
265,SD7,5.4,4.0,4.7,4.6,-0.1,-2.1,4520.0,4.7,4.4,3520.0,130.0
266,SDD,5.0,3.8,4.4,4.5,0.1,2.3,29180.0,4.7,4.3,0.0,0.0
267,SDP,3.9,2.9,3.4,3.1,-0.3,-8.8,50240.0,3.5,3.0,0.0,0.0
268,SDV,35.6,26.4,31.0,35.6,4.6,14.8,300.0,35.6,31.0,0.0,0.0
269,SEA,52.9,39.1,46.0,47.0,1.0,2.2,1080.0,49.0,47.0,0.0,0.0
